Normals0,Normals1,Normals2,Points0,Points1,Points2,vtkOriginalIndices,vtkCompositeIndexArray
0.0401503,-0.100359,0.994141,-0.585938,0.119531,-0.199015,7061,2
0.0407544,-0.129258,0.990773,-0.585938,0.1125,-0.19982,7062,2
0.056233,-0.13915,0.988674,-0.234375,0.119531,-0.217905,7063,2
0.0563514,-0.147297,0.987486,-0.234375,0.1125,-0.218926,7064,2
0.0541978,-0.140136,0.988648,-0.210938,0.119531,-0.219217,7065,2
0.0542591,-0.147344,0.987596,-0.210938,0.1125,-0.220242,7066,2
0.0135243,-0.0564661,0.998313,-0.960938,0.119531,-0.189079,7067,2
0.0141779,-0.110632,0.99376,-0.960938,0.1125,-0.189628,7068,2
0.0390697,-0.0280001,0.998844,-0.421875,0.00703125,-0.224159,7069,2
0.038824,-0.0152963,0.999129,-0.421875,0,-0.224267,7070,2
0.0424455,-0.016094,0.998969,-0.403372,0,-0.225,7071,2
0.041983,-0.0340204,0.998539,-0.400719,0.00703125,-0.225,7072,2
0.00749499,-0.00867666,0.999934,0.2625,0.00703125,-0.242755,7073,2
0.0070588,-0.00430693,0.999966,0.2625,0,-0.242786,7074,2
0.00510298,-0.00825018,0.999953,0.28125,0.00703125,-0.242875,7075,2
0.00458734,-0.00410213,0.999981,0.28125,0,-0.242904,7076,2
0.0156991,-0.178817,0.983757,0.2625,0.237388,-0.216436,7077,2
0.0180469,-0.194192,0.980798,0.2625,0.225,-0.218609,7078,2
0.0161435,-0.182551,0.983064,0.28125,0.237388,-0.216741,7079,2
0.0183969,-0.19817,0.979995,0.28125,0.225,-0.218961,7080,2
0.0210546,-0.0179185,0.999618,-0.046875,0.00703125,-0.238755,7081,2
0.0204484,-0.00893546,0.999751,-0.046875,0,-0.238819,7082,2
0.0182861,-0.0170823,0.999687,-0.0234375,0.00703125,-0.239214,7083,2
0.0177383,-0.00856163,0.999806,-0.0234375,0,-0.239275,7084,2
0.0123438,-0.0404618,0.999105,-0.796875,0.00703125,-0.214736,7085,2
0.0125286,-0.0202284,0.999717,-0.796875,0,-0.214878,7086,2
0.0137125,-0.0401447,0.9991,-0.773438,0.00703125,-0.21504,7087,2
0.0139038,-0.0200727,0.999702,-0.773438,0,-0.215182,7088,2
0.0160714,-0.121688,0.992438,-0.046875,0.237388,-0.212532,7089,2
0.0172542,-0.131009,0.991231,-0.046875,0.225,-0.21401,7090,2
0.0143482,-0.127259,0.991766,-0.0234375,0.237388,-0.212877,7091,2
0.0155931,-0.135265,0.990687,-0.0234375,0.225,-0.214399,7092,2
0.00540234,0.0641366,0.997927,-0.769065,0.621429,-0.2,7093,2
0.0150371,-0.0294436,0.999453,-0.796875,0.237388,-0.193821,7094,2
0.0154155,-0.0381795,0.999152,-0.796875,0.225,-0.194228,7095,2
0.0157471,-0.0305377,0.999409,-0.773438,0.237388,-0.194184,7096,2
0.0161596,-0.0386586,0.999122,-0.773438,0.225,-0.1946,7097,2
-0.0612259,-0.156105,0.985841,0.5625,0.237388,-0.214362,7098,2
-0.0691141,-0.164105,0.984019,0.5625,0.225,-0.216212,7099,2
-0.0700768,-0.143089,0.987226,0.58125,0.237388,-0.213085,7100,2
-0.0761061,-0.159818,0.984208,0.58125,0.225,-0.214821,7101,2
-0.00249142,-0.118736,0.992923,-1.9199,0.84442,-0.2,7102,2
0.0239516,-0.0731346,0.997034,-0.796875,0.119531,-0.19235,7103,2
0.0244241,-0.114422,0.993132,-0.796875,0.1125,-0.193009,7104,2
0.0253522,-0.0758089,0.9968,-0.773438,0.119531,-0.192931,7105,2
0.02586,-0.11554,0.992966,-0.773438,0.1125,-0.193604,7106,2
-0.11321,-0.044429,0.992577,0.574357,0.119531,-0.225,7107,2
-0.115111,-0.0402339,0.992538,0.576977,0.1125,-0.225,7108,2
-0.116737,-0.0394628,0.992379,0.58125,0.1125,-0.224503,7109,2
-0.114877,-0.0431535,0.992442,0.58125,0.119531,-0.224213,7110,2
0.0108581,0.0579178,0.998262,-0.609375,0.336496,-0.19872,7111,2
0.0120127,0.0545176,0.998441,-0.609375,0.324107,-0.198011,7112,2
0.0112464,0.0557854,0.998379,-0.585938,0.336496,-0.198979,7113,2
0.0124575,0.0521895,0.998559,-0.585938,0.324107,-0.198298,7114,2
0.0184967,-0.0956733,0.995241,0.1125,0.0632813,-0.237817,7115,2
0.0174597,-0.0880037,0.995967,0.1125,0.05625,-0.238468,7116,2
0.0186087,-0.0935651,0.995439,0.13125,0.0632813,-0.238167,7117,2
0.0173321,-0.0848251,0.996245,0.13125,0.05625,-0.238795,7118,2
0.0057514,0.0811196,0.996688,-0.960938,0.336496,-0.195782,7119,2
0.00637308,0.0785764,0.996888,-0.960938,0.324107,-0.194775,7120,2
-0.0334542,-0.0458576,0.998388,0.4125,0.0632813,-0.239744,7121,2
-0.0345712,-0.0410592,0.998558,0.4125,0.05625,-0.24005,7122,2
-0.0434932,-0.0427188,0.99814,0.43125,0.0632813,-0.239025,7123,2
-0.0446147,-0.03822,0.998273,0.43125,0.05625,-0.239311,7124,2
0.0256952,0.0395945,0.998885,-0.609375,0.175781,-0.19789,7125,2
0.0269123,0.0415104,0.998776,-0.609375,0.16875,-0.197594,7126,2
0.0273398,0.0358096,0.998985,-0.585938,0.175781,-0.198511,7127,2
0.0286713,0.0368058,0.998911,-0.585938,0.16875,-0.198245,7128,2
0.0237611,-0.135405,0.990505,0.1125,0.175781,-0.223519,7129,2
0.0250041,-0.13601,0.990392,0.1125,0.16875,-0.22448,7130,2
0.0241437,-0.138459,0.990074,0.13125,0.175781,-0.223972,7131,2
0.0251764,-0.138709,0.990013,0.13125,0.16875,-0.224954,7132,2
0.046176,-0.0593726,0.997167,-0.234375,0.175325,-0.2125,7133,2
0.0442732,-0.0630443,0.997028,-0.210938,0.175781,-0.21353,7134,2
0.0443703,-0.0571198,0.997381,-0.233776,0.175781,-0.2125,7135,2
0.0474749,-0.0638231,0.996831,-0.234375,0.16875,-0.212893,7136,2
0.0461005,-0.070105,0.996474,-0.210938,0.16875,-0.213997,7137,2
0.00865325,0.0652909,0.997829,-0.960938,0.175781,-0.191996,7138,2
0.00896409,0.0784581,0.996877,-0.960938,0.16875,-0.191487,7139,2
0.0498964,-0.196149,0.979304,-0.421875,0.0632813,-0.216787,7140,2
0.0478305,-0.188005,0.981003,-0.421875,0.05625,-0.218175,7141,2
0.051304,-0.189482,0.980543,-0.398438,0.0632813,-0.218,7142,2
0.0492586,-0.180975,0.982253,-0.398438,0.05625,-0.219336,7143,2
0.0133493,-0.0706466,0.997412,0.2625,0.0632813,-0.240432,7144,2
0.0122311,-0.0638725,0.997883,0.2625,0.05625,-0.240906,7145,2
0.0107698,-0.0675728,0.997656,0.28125,0.0632813,-0.240661,7146,2
0.00965859,-0.0610035,0.998091,0.28125,0.05625,-0.241115,7147,2
0.00800383,0.0719088,0.997379,-0.796875,0.336496,-0.196958,7148,2
0.00880245,0.0695727,0.997538,-0.796875,0.324107,-0.196068,7149,2
0.00833021,0.0704181,0.997483,-0.773438,0.336496,-0.197149,7150,2
0.00916514,0.0679899,0.997644,-0.773438,0.324107,-0.196279,7151,2
0.028533,-0.105051,0.994057,-0.046875,0.175781,-0.219549,7152,2
0.0300073,-0.109044,0.993584,-0.046875,0.16875,-0.220304,7153,2
0.0265843,-0.110053,0.99357,-0.0234375,0.175781,-0.220199,7154,2
0.0279807,-0.113581,0.993135,-0.0234375,0.16875,-0.220989,7155,2
0.0156168,0.0585646,0.998161,-0.796875,0.175781,-0.194108,7156,2
0.016166,0.0675801,0.997583,-0.796875,0.16875,-0.193654,7157,2
0.0165748,0.0570337,0.998235,-0.773438,0.175781,-0.194485,7158,2
0.0171791,0.0652184,0.997723,-0.773438,0.16875,-0.194044,7159,2
-0.0905386,-0.090167,0.991803,0.5625,0.175781,-0.222571,7160,2
-0.0933952,-0.0822054,0.99223,0.5625,0.16875,-0.223183,7161,2
-0.0973947,-0.0832543,0.991758,0.58125,0.175781,-0.220786,7162,2
-0.0999843,-0.0761538,0.99207,0.58125,0.16875,-0.22135,7163,2
0.0193727,-0.182239,0.983064,-0.703125,0.0351562,-0.212886,7164,2
0.0191351,-0.152591,0.988104,-0.703125,0.028125,-0.214106,7165,2
0.0210937,-0.1841,0.982681,-0.679688,0.0351562,-0.213378,7166,2
0.0208101,-0.150233,0.988432,-0.679688,0.028125,-0.214578,7167,2
0.0136682,0.0303409,0.999446,-0.703125,0.286942,-0.195089,7168,2
0.0148987,0.0123535,0.999813,-0.703125,0.274554,-0.194819,7169,2
0.0142521,0.0279732,0.999507,-0.679688,0.286942,-0.195416,7170,2
0.0155445,0.0100082,0.999829,-0.679688,0.274554,-0.195176,7171,2
0.0161259,-0.0700884,0.99741,0.0375,0.0351562,-0.238932,7172,2
0.0152142,-0.0575897,0.998224,0.0375,0.028125,-0.239384,7173,2
0.0153041,-0.0674585,0.997605,0.05625,0.0351562,-0.239226,7174,2
0.0144074,-0.0553667,0.998362,0.05625,0.028125,-0.239661,7175,2
-0.103963,-0.00687035,0.994557,0.651042,0.0351562,-0.21787,7176,2
-0.104267,-0.00556421,0.994534,0.651042,0.028125,-0.217914,7177,2
-0.0846266,-0.00574386,0.996396,0.676562,0.0351562,-0.215439,7178,2
-0.0848798,-0.00467361,0.99638,0.676562,0.028125,-0.215476,7179,2
-0.00598177,-0.0339163,0.999407,0.3375,0.0351562,-0.242281,7180,2
-0.00671838,-0.0275396,0.999598,0.3375,0.028125,-0.242498,7181,2
-0.0123561,-0.0319383,0.999413,0.35625,0.0351562,-0.242111,7182,2
-0.012976,-0.0258784,0.999581,0.35625,0.028125,-0.242315,7183,2
0.0246878,0.0309655,0.999215,-0.703125,0.147656,-0.194303,7184,2
0.0262673,0.00853472,0.999619,-0.703125,0.140625,-0.194154,7185,2
0.0263427,0.0256693,0.999323,-0.679688,0.147656,-0.194901,7186,2
0.0279768,0.00326353,0.999603,-0.679688,0.140625,-0.19479,7187,2
-0.0881623,-0.0396481,0.995317,0.651042,0.147656,-0.21558,7188,2
-0.089872,-0.0362639,0.995293,0.651042,0.140625,-0.215847,7189,2
-0.0711774,-0.0341894,0.996878,0.676562,0.147656,-0.213527,7190,2
-0.0726475,-0.0310142,0.996875,0.676562,0.140625,-0.213753,7191,2
0.0349416,-0.15615,0.987115,-0.515625,0.0351562,-0.218047,7192,2
0.0337813,-0.128426,0.991144,-0.515625,0.028125,-0.219065,7193,2
0.0369193,-0.151285,0.987801,-0.492188,0.0351562,-0.218899,7194,2
0.0357152,-0.124642,0.991559,-0.492188,0.028125,-0.219885,7195,2
0.0188611,0.00753325,0.999794,-0.515625,0.286942,-0.198127,7196,2
0.020724,-0.0104826,0.99973,-0.515625,0.274554,-0.198139,7197,2
0.0195303,0.00397465,0.999801,-0.492188,0.286942,-0.198577,7198,2
0.0215044,-0.014204,0.999668,-0.492188,0.274554,-0.198635,7199,2
0.0138373,-0.0505098,0.998628,0.1875,0.0351562,-0.241106,7200,2
0.0130732,-0.041144,0.999068,0.1875,0.028125,-0.24143,7201,2
0.0133748,-0.0483032,0.998743,0.20625,0.0351562,-0.241362,7202,2
0.0126279,-0.0393087,0.999147,0.20625,0.028125,-0.241672,7203,2
0.00975454,0.0453889,0.998922,-0.890625,0.286942,-0.192914,7204,2
0.0105674,0.0273733,0.999569,-0.890625,0.274554,-0.192452,7205,2
0.0101678,0.0438397,0.998987,-0.867188,0.286942,-0.193148,7206,2
0.0110239,0.0258074,0.999606,-0.867188,0.274554,-0.192705,7207,2
0.043834,-0.112512,0.992683,-0.140625,0.147656,-0.219157,7208,2
0.0447803,-0.120992,0.991643,-0.140625,0.140625,-0.219984,7209,2
0.041053,-0.116071,0.992392,-0.117188,0.147656,-0.22016,7210,2
0.0419224,-0.123705,0.991433,-0.117188,0.140625,-0.22101,7211,2
0.0149829,0.0654236,0.997745,-0.890625,0.147656,-0.190656,7212,2
0.0161021,0.044212,0.998892,-0.890625,0.140625,-0.190254,7213,2
0.0160082,0.0618134,0.997959,-0.867188,0.147656,-0.19102,7214,2
0.0171834,0.0403554,0.999038,-0.867188,0.140625,-0.190645,7215,2
0.029124,-0.226274,0.973628,-0.703125,0.0879729,-0.2,7216,2
0.0313367,-0.227639,0.973241,-0.679688,0.0910564,-0.2,7217,2
0.0310675,-0.209981,0.977212,-0.679688,0.0914062,-0.199919,7218,2
0.0291913,-0.211702,0.976898,-0.703125,0.0914062,-0.1992,7219,2
-0.0988741,-0.0188026,0.994922,0.651042,0.0914062,-0.217173,7220,2
-0.0997824,-0.0169129,0.994866,0.651042,0.084375,-0.217299,7221,2
-0.0803398,-0.0156242,0.996645,0.676562,0.0914062,-0.214863,7222,2
-0.0811087,-0.0140139,0.996607,0.676562,0.084375,-0.214967,7223,2
0.0589702,-0.171225,0.983466,-0.328125,0.0914062,-0.216755,7224,2
0.0580486,-0.175749,0.982722,-0.328125,0.084375,-0.217999,7225,2
0.0587501,-0.168914,0.983878,-0.304688,0.0914062,-0.218161,7226,2
0.0578173,-0.172307,0.983345,-0.304688,0.084375,-0.219384,7227,2
0.0044172,0.0716323,0.997421,-1.0635,0.398438,-0.2,7228,2
0.00400419,-0.0822778,0.996601,0.3375,0.0914062,-0.238983,7229,2
0.00255979,-0.0764152,0.997073,0.3375,0.084375,-0.239545,7230,2
-0.00254501,-0.0780293,0.996948,0.35625,0.0914062,-0.239013,7231,2
-0.00426696,-0.0720159,0.997394,0.35625,0.084375,-0.23954,7232,2
0.0188866,-0.00732293,0.999795,-0.703125,0.203906,-0.196452,7233,2
0.0189215,0.00902551,0.99978,-0.703125,0.196875,-0.196447,7234,2
0.0199208,-0.00742623,0.999774,-0.679688,0.203906,-0.196907,7235,2
0.0200113,0.0086652,0.999762,-0.679688,0.196875,-0.196903,7236,2
0.0177979,-0.126245,0.991839,0.0375,0.203906,-0.218282,7237,2
0.0193909,-0.122935,0.992225,0.0375,0.196875,-0.219163,7238,2
0.0175475,-0.130392,0.991307,0.05625,0.203906,-0.218615,7239,2
0.0191345,-0.127076,0.991708,0.05625,0.196875,-0.219526,7240,2
-0.0758333,-0.0871555,0.993304,0.651042,0.196875,-0.212719,7241,2
-0.0671204,-0.0812201,0.994434,0.654356,0.196875,-0.2125,7242,2
-0.0714058,-0.0892704,0.993445,0.651042,0.199328,-0.2125,7243,2
0.0193856,-0.178548,0.98374,0.3375,0.20064,-0.225,7244,2
0.0163561,-0.17874,0.98376,0.35625,0.202581,-0.225,7245,2
0.0167321,-0.182358,0.98309,0.35625,0.203906,-0.224759,7246,2
0.0196737,-0.182066,0.98309,0.3375,0.203906,-0.224407,7247,2
0.0210587,-0.101092,0.994654,0.20625,0.0856009,-0.2375,7248,2
0.0211887,-0.100897,0.994671,0.200357,0.084375,-0.2375,7249,2
0.0209168,-0.0996911,0.994799,0.20625,0.084375,-0.237626,7250,2
0.0168259,-0.243225,0.969824,-0.890625,0.0914062,-0.194854,7251,2
0.0152024,-0.270391,0.962631,-0.890625,0.084375,-0.196743,7252,2
0.0181331,-0.238829,0.970892,-0.867188,0.0914062,-0.195278,7253,2
0.016504,-0.265547,0.963957,-0.867188,0.084375,-0.197129,7254,2
0.00440475,0.0647857,0.997889,-0.890625,0.386049,-0.199875,7255,2
0.00493766,0.0690767,0.997599,-0.890625,0.373661,-0.199046,7256,2
0.00468066,0.0642298,0.997924,-0.867188,0.386049,-0.199978,7257,2
0.00524699,0.0685653,0.997633,-0.867188,0.373661,-0.199164,7258,2
0.0205002,-0.159091,0.987051,0.1875,0.203906,-0.221068,7259,2
0.0219836,-0.15485,0.987693,0.1875,0.196875,-0.222184,7260,2
0.0212112,-0.16297,0.986403,0.20625,0.203906,-0.221465,7261,2
0.0226393,-0.158454,0.987107,0.20625,0.196875,-0.222609,7262,2
0.0306263,-0.0856944,0.995851,-0.140625,0.203906,-0.214178,7263,2
0.0323486,-0.0808537,0.996201,-0.140625,0.196875,-0.214762,7264,2
0.0282862,-0.0911611,0.995434,-0.117188,0.203906,-0.214871,7265,2
0.0299994,-0.0866799,0.995784,-0.117188,0.196875,-0.215495,7266,2
0.0124417,-0.0105621,0.999867,-0.890625,0.203906,-0.193557,7267,2
0.012238,0.00714629,0.9999,-0.890625,0.196875,-0.193574,7268,2
0.0131145,-0.00987985,0.999865,-0.867188,0.203906,-0.193857,7269,2
0.0129341,0.00770912,0.999887,-0.867188,0.196875,-0.193869,7270,2
0.0103276,-0.15778,0.98742,-0.890625,0.580633,-0.2,7271,2
0.0103974,-0.157915,0.987398,-0.867188,0.582174,-0.2,7272,2
0.0104648,-0.126239,0.991945,-0.867188,0.584263,-0.199647,7273,2
0.0107661,-0.124604,0.992148,-0.890625,0.584263,-0.199389,7274,2
-0.0407792,-0.151559,0.987607,0.4875,0.197642,-0.225,7275,2
-0.046151,-0.141647,0.988841,0.490026,0.196875,-0.225,7276,2
-0.0512853,-0.140399,0.988766,0.50625,0.196875,-0.224248,7277,2
-0.038591,-0.154931,0.987171,0.4875,0.203906,-0.224042,7278,2
-0.0496111,-0.149937,0.98745,0.50625,0.203906,-0.22322,7279,2
0.0270604,-0.173842,0.984402,-0.609375,0.0351562,-0.215109,7280,2
0.0261166,-0.141992,0.989523,-0.609375,0.028125,-0.216239,7281,2
0.0289836,-0.169718,0.985066,-0.585938,0.0351562,-0.215774,7282,2
0.0279812,-0.138863,0.989916,-0.585938,0.028125,-0.216878,7283,2
0.016144,0.0200935,0.999668,-0.609375,0.286942,-0.196484,7284,2
0.0176361,0.00220675,0.999842,-0.609375,0.274554,-0.196342,7285,2
0.0168148,0.0171886,0.999711,-0.585938,0.286942,-0.196871,7286,2
0.0183824,-0.00067757,0.999831,-0.585938,0.274554,-0.196764,7287,2
0.0142318,-0.0598641,0.998105,0.1125,0.0351562,-0.240047,7288,2
0.0133898,-0.048971,0.99871,0.1125,0.028125,-0.240432,7289,2
0.0141674,-0.0574413,0.998248,0.13125,0.0351562,-0.240313,7290,2
0.0133455,-0.0469375,0.998809,0.13125,0.028125,-0.240682,7291,2
0.00781179,0.0502108,0.998708,-0.960938,0.286942,-0.192243,7292,2
0.00865361,0.0312783,0.999473,-0.960938,0.274554,-0.191704,7293,2
-0.0372135,-0.0264385,0.998958,0.4125,0.0351562,-0.240766,7294,2
-0.0378572,-0.0213346,0.999055,0.4125,0.028125,-0.240935,7295,2
-0.0472938,-0.0245422,0.99858,0.43125,0.0351562,-0.239976,7296,2
-0.0479342,-0.0198011,0.998654,0.43125,0.028125,-0.240133,7297,2
0.0319214,0.00844626,0.999455,-0.609375,0.147656,-0.196945,7298,2
0.0337223,-0.0136219,0.999338,-0.609375,0.140625,-0.196955,7299,2
0.0339583,0.00224479,0.999421,-0.585938,0.147656,-0.197717,7300,2
0.0358197,-0.0196348,0.999165,-0.585938,0.140625,-0.197771,7301,2
0.0528037,-0.0952235,0.994054,-0.234375,0.147656,-0.214548,7302,2
0.0541027,-0.107229,0.992761,-0.234375,0.140625,-0.215264,7303,2
0.0511001,-0.100025,0.993672,-0.210938,0.147656,-0.215776,7304,2
0.0523064,-0.111136,0.992428,-0.210938,0.140625,-0.216524,7305,2
0.0104656,0.0764643,0.997017,-0.960938,0.147656,-0.18968,7306,2
0.0116074,0.0539907,0.998474,-0.960938,0.140625,-0.189189,7307,2
0.0038432,-0.00619427,0.999973,-0.194007,0.893973,-0.2,7308,2
0.0422936,-0.135964,0.989811,-0.421875,0.0351562,-0.22172,7309,2
0.0409904,-0.112616,0.992793,-0.421875,0.028125,-0.222607,7310,2
0.0437117,-0.130703,0.990458,-0.398438,0.0351562,-0.222738,7311,2
0.042389,-0.108453,0.993197,-0.398438,0.028125,-0.223591,7312,2
0.00941622,-0.0419503,0.999075,0.2625,0.0351562,-0.24203,7313,2
0.00871437,-0.0340491,0.999382,0.2625,0.028125,-0.242298,7314,2
0.00692194,-0.0399352,0.999178,0.28125,0.0351562,-0.242186,7315,2
0.00625362,-0.0323938,0.999456,0.28125,0.028125,-0.242441,7316,2
0.0226575,-0.0743532,0.996975,-0.046875,0.0324383,-0.2375,7317,2
0.0210838,-0.0782849,0.996708,-0.0234375,0.0351562,-0.237816,7318,2
0.0217511,-0.0796935,0.996582,-0.0376127,0.0351562,-0.2375,7319,2
0.0229694,-0.0672114,0.997474,-0.046875,0.028125,-0.237826,7320,2
0.0199915,-0.0650541,0.997681,-0.0234375,0.028125,-0.238327,7321,2
0.0140676,-0.157114,0.98748,-0.773438,0.028125,-0.212919,7322,2
0.0131409,-0.173989,0.98466,-0.796875,0.0286598,-0.2125,7323,2
0.0126243,-0.152832,0.988172,-0.796875,0.028125,-0.212595,7324,2
0.0145753,-0.173302,0.984761,-0.773438,0.0304914,-0.2125,7325,2
0.011537,0.0386719,0.999185,-0.796875,0.286942,-0.193909,7326,2
0.0125404,0.0206167,0.999709,-0.796875,0.274554,-0.193533,7327,2
0.0120422,0.0367515,0.999252,-0.773438,0.286942,-0.194186,7328,2
0.0130995,0.0187055,0.999739,-0.773438,0.274554,-0.193834,7329,2
0.0333262,-0.125137,0.99158,-0.046875,0.147656,-0.222785,7330,2
0.0339894,-0.130363,0.990884,-0.046875,0.140625,-0.223692,7331,2
0.0310686,-0.127663,0.991331,-0.0234375,0.147656,-0.223547,7332,2
0.0319352,-0.132568,0.990659,-0.0234375,0.140625,-0.224469,7333,2
0.0192466,0.0498617,0.998571,-0.796875,0.147656,-0.192257,7334,2
0.020584,0.0278026,0.999401,-0.796875,0.140625,-0.19197,7335,2
0.0204502,0.0454756,0.998756,-0.773438,0.147656,-0.192722,7336,2
0.0218472,0.0232686,0.99949,-0.773438,0.140625,-0.192468,7337,2
-0.103001,-0.0631447,0.992675,0.5625,0.143585,-0.225,7338,2
-0.106671,-0.0590936,0.992537,0.564278,0.140625,-0.225,7339,2
-0.108201,-0.0566718,0.992512,0.58125,0.140625,-0.223181,7340,2
-0.101026,-0.0642689,0.992806,0.5625,0.147656,-0.224743,7341,2
-0.107235,-0.0586068,0.992505,0.58125,0.147656,-0.222778,7342,2
0.0550784,-0.161455,0.985342,-0.234375,0.0914062,-0.222262,7343,2
0.054141,-0.161872,0.985325,-0.234375,0.084375,-0.223419,7344,2
0.052902,-0.158857,0.985883,-0.210938,0.0914062,-0.223549,7345,2
0.0522454,-0.159271,0.985852,-0.210938,0.084375,-0.224684,7346,2
0.0118553,-0.255836,0.966648,-0.960938,0.0914062,-0.193712,7347,2
0.0106383,-0.284586,0.958592,-0.960938,0.084375,-0.19568,7348,2
0.00395733,0.0685885,0.997637,-0.960938,0.386049,-0.199574,7349,2
0.00447607,0.0724288,0.997364,-0.960938,0.373661,-0.198703,7350,2
-0.0271289,-0.0659473,0.997454,0.4125,0.0914062,-0.238178,7351,2
-0.0293842,-0.0604827,0.997737,0.4125,0.084375,-0.238621,7352,2
-0.0354883,-0.0629697,0.997384,0.43125,0.0914062,-0.237561,7353,2
-0.0394519,-0.0572055,0.997583,0.43125,0.084375,-0.237977,7354,2
0.023375,-0.00890253,0.999687,-0.609375,0.203906,-0.198426,7355,2
0.0236721,0.00621926,0.9997,-0.609375,0.196875,-0.198434,7356,2
0.0246399,-0.00984346,0.999648,-0.585938,0.203906,-0.198988,7357,2
0.0250156,0.00489048,0.999675,-0.585938,0.196875,-0.199005,7358,2
0.0180109,-0.142814,0.989586,0.1125,0.203906,-0.219615,7359,2
0.019583,-0.139299,0.990057,0.1125,0.196875,-0.220615,7360,2
0.0184949,-0.14694,0.988972,0.13125,0.203906,-0.219961,7361,2
0.0200571,-0.143295,0.989477,0.13125,0.196875,-0.22099,7362,2
0.00941671,-0.0129573,0.999872,-0.960938,0.203906,-0.192706,7363,2
0.00920554,0.00442087,0.999948,-0.960938,0.196875,-0.192751,7364,2
0.00903795,-0.15284,0.98821,-0.960938,0.576397,-0.2,7365,2
0.00909178,-0.117749,0.993002,-0.960938,0.584263,-0.198734,7366,2
0.0546976,-0.18106,0.98195,-0.421875,0.0846619,-0.2125,7367,2
0.0564888,-0.176991,0.98259,-0.398438,0.0914062,-0.212577,7368,2
0.0556841,-0.174861,0.983017,-0.39979,0.0914062,-0.2125,7369,2
0.0541654,-0.188244,0.980628,-0.421875,0.084375,-0.212553,7370,2
0.056102,-0.185746,0.980995,-0.398438,0.084375,-0.213881,7371,2
-0.00251569,0.0952502,0.99545,-1.88147,0.398438,-0.2,7372,2
0.0184892,-0.0971069,0.995102,0.2625,0.0914062,-0.23807,7373,2
0.0170253,-0.0900567,0.995791,0.2625,0.084375,-0.238728,7374,2
0.0157889,-0.0928509,0.995555,0.28125,0.0914062,-0.238394,7375,2
0.01448,-0.0866352,0.996135,0.28125,0.084375,-0.239028,7376,2
0.0223311,-0.225947,0.973884,-0.796875,0.0914062,-0.19674,7377,2
0.020516,-0.253107,0.967221,-0.796875,0.084375,-0.19848,7378,2
0.0238724,-0.221797,0.974801,-0.773438,0.0914062,-0.197297,7379,2
0.0224669,-0.248338,0.968413,-0.773438,0.084375,-0.199,7380,2
0.00573236,0.0608527,0.99813,-0.773438,0.378822,-0.2,7381,2
0.00541351,0.0622071,0.998049,-0.796875,0.380958,-0.2,7382,2
0.00587251,0.0640086,0.997932,-0.796875,0.373661,-0.199549,7383,2
0.00614123,0.0626447,0.998017,-0.773438,0.373661,-0.199688,7384,2
0.0226362,-0.173396,0.984592,0.2625,0.203906,-0.222726,7385,2
0.0239085,-0.16745,0.985591,0.2625,0.196875,-0.223942,7386,2
0.0226559,-0.17627,0.984081,0.28125,0.203906,-0.223159,7387,2
0.0236419,-0.170417,0.985088,0.28125,0.196875,-0.224395,7388,2
0.0219323,-0.107367,0.993978,-0.046875,0.203906,-0.216631,7389,2
0.0235886,-0.103685,0.99433,-0.046875,0.196875,-0.217374,7390,2
0.0202031,-0.112653,0.993429,-0.0234375,0.203906,-0.217127,7391,2
0.0218236,-0.10914,0.993787,-0.0234375,0.196875,-0.217909,7392,2
0.0153377,-0.0082669,0.999848,-0.796875,0.203906,-0.194855,7393,2
0.015227,0.00888865,0.999845,-0.796875,0.196875,-0.194856,7394,2
0.0161494,-0.00787661,0.999839,-0.773438,0.203906,-0.195224,7395,2
0.016065,0.00910712,0.999829,-0.773438,0.196875,-0.195222,7396,2
-0.0793826,-0.128689,0.988503,0.5625,0.203906,-0.219499,7397,2
-0.0822884,-0.11783,0.989618,0.5625,0.196875,-0.220375,7398,2
-0.0860212,-0.121024,0.988915,0.58125,0.203906,-0.217921,7399,2
-0.0890073,-0.110345,0.9899,0.58125,0.196875,-0.218743,7400,2
0.0155348,-0.118428,0.992841,-0.75,0.0210938,-0.214257,7401,2
0.0152837,-0.0793623,0.996729,-0.75,0.0140625,-0.214957,7402,2
0.017068,-0.117077,0.992976,-0.726562,0.0210938,-0.21464,7403,2
0.016788,-0.0785295,0.99677,-0.726562,0.0140625,-0.215333,7404,2
0.0147291,-0.00239193,0.999889,-0.75,0.262165,-0.194059,7405,2
0.0156908,-0.0203852,0.999669,-0.75,0.249777,-0.194206,7406,2
0.0153871,-0.00436052,0.999872,-0.726562,0.262165,-0.194413,7407,2
0.0164095,-0.0221616,0.99962,-0.726562,0.249777,-0.194583,7408,2
0.0172511,-0.0478114,0.998707,0,0.0210938,-0.239154,7409,2
0.016676,-0.0324041,0.999336,0,0.0140625,-0.239438,7410,2
0.0157698,-0.0459161,0.998821,0.01875,0.0210938,-0.239465,7411,2
0.0152016,-0.031096,0.999401,0.01875,0.0140625,-0.239738,7412,2
-0.12742,-0.00616175,0.99183,0.6,0.0210938,-0.224006,7413,2
-0.127705,-0.0042371,0.991803,0.6,0.0140625,-0.224041,7414,2
-0.117828,-0.00500412,0.993021,0.625521,0.0210938,-0.220869,7415,2
-0.118021,-0.00334438,0.993006,0.625521,0.0140625,-0.220899,7416,2
